GS00Q14OADS713,"1020 Woodman Drive, Suite 100", 937-252-2145 x 115, 937-252-2145 x 142,
,"Dayton, OH  45432", irishs@itc-1.com, canterc@itc-1.com,
,"Integrity Applications, Inc.",  Mike Cave, Peter Kimes,
GS00Q14OADS714,"15020 Conference Center Drive, Suite 100", 703-674-3162, 703-378-8672 x 3535,
,"Chantilly, VA  20151", mcave@integrity-apps.com, pkimes@integrity-apps.com,
,"Intrepid, LLC", Jane Northrop, Matthew Schmitz,
GS00Q14OADS715,360B Quality Circle, 256-705-6848, 256-705-6826,
,"Huntsville, AL 35806", jane.northrop@intrepidinc.com, matthew.schmitz@intrepidinc.com,
,Intuitive Research and Technology Corporation, Donna Meadows, Donna Meadows,
GS00Q14OADS716,"5030 Bradford Drive, NW, Bldg. 2., Suite 205", 256-922-9300 x 120, 256-922-9300 x 120,
,"Huntsville, AL  35805", donna.meadows@irtc-hq.com, donna.meadows@irtc-hq.com,
,LinQuest Corporation, Ellen Tunkelrott, Bruce Smith,
GS00Q14OADS717,"5140 West Goldleaf Circle, Suite 400", 323-924-1515, 719-358-5810,
,"Los Angeles, CA  90056", ellen.tunkelrott@linquest.com, bruce.smith@linquest.com,
,"MCR Federal, LLC", Debra Ferguson, Debra Lehman,
GS00Q14OADS718,"2010 Corporate Ridge, Suite 350", 703-740-2236, 703-740-2238,
,"McLean, VA  22102", OASIS.COCM@mcri.com, OASIS.COPM@mcri.com,
,"MEI Technologies, Inc.", Suzanne Carter, Ed Emig,
GS00Q14OADS719,"8050 Saturn Lane, Suite 300", 281-823-6238, 281-823-6223,
,"Houston, TX  77058", Suzanne.Carter@meitechinc.com, Ed.Emig@meitechinc.com,
,Millennium Engineering and Integration Company, Dianne Thomas, Ken Baird,
GS00Q14OADS720,"2231 Crystal Drive, Suite 711", 703-413-7765, 703-413-7798,
,"Arlington, VA  22202", dthomas@meicompany.com, kbaird@meicompany.com,
,"Modern Technology Solutions, Inc.", Carol A. Maus, Mark Lester,
GS00Q14OADS721,"5285 Shawnee Road, Suite 400", 937-426-9025 x 116, 719-445-2590,
,"Alexandria, VA  22312", oasis@mtsi-va.com., oasis@mtsi-va.com.,
,"Odyssey Systems Consulting Group, Ltd.", Kathleen Munroe, Thomas Portlock,
GS00Q14OADS723,"201 Edgewater Drive, Suite 270 ", 781-245-0111 x 112, 781-245-0111 x 114,
,"Wakefield, MA  01880", kathleenmunroe@odysseyconsult.com, thomasportlock@odysseyconsult.com,
,"PE Systems, Inc.", Kevin Dyson, David M. Zivich,
GS00Q14OADS724,"10201 Fairfax Blvd., Suite 400", 703-246-9663, 703-246-9664,
,"Fairfax, VA  22030",OASIS@pesystems.com,OASIS@pesystems.com,
,Peerless Technologies Corporation,Chrissy Hardin, Julie Jones,
GS00Q14OADS725,2300 National Road, 937-490-5006, 937-490-5012,
,"Fairborn, OH  45324",OASIS-Contracts@epeerless.com,OASIS-Contracts@epeerless.com,
,"Quantech Services, Inc.", Robert H. Materna, Bob Paradiso,
GS00Q14OADS726,"91 Hartwell Avenue, 3rd Floor", 781-457-0330, 781-457-0308,
,"Lexington, MA  02421", Quantech-C-OASIS@quantechserv.com , Quantech-C-OASIS@quantechserv.com ,
,"Radiance Technologies, Inc.", Victor D. Balch, David Diaddario,
GS00Q14OADS727,350 Wynn Drive , 256-489-8966, 256-325-7859,
,"Huntsville, AL  35805", vbalch@radiancetech.com, ddiaddario@radiancetech.com,
,Scientific Research Corporation, Jerry Godbaugh, Jeffry M. Bringslid,
GS00Q14OADS728,"2300 Windy Ridge Parkway, Suite 400 South", 770-989-9408, 801-821-7466,
,"Atlanta, GA  30339",oasis@scires.com,oasis@scires.com,
,"Sierra Lobo, Inc.",Jeffrey (Jeff) Sultzbaugh, Steve Kihara,
GS00Q14OADS729,102 Pinnacle Drive,419-499-9653 x 104, 408-807-4397,
,"Fremont, OH  43420",jsultzbaugh@sierralobo.com, skihara@sierralobo.com,
,"Sigmatech, Inc.", Debbie Gerrity, Michael O. Callahan,
GS00Q14OADS730,4901-C Corporate Drive, 256-319-9212, 256-382-1188,
,"Huntsville, AL  35805", Debbie.gerrity@sigmatech.com, Mike.callahan@sigmatech.com,
,"Spectrum Comm, Inc.", Crystal Clark, Serdar Gokcen,
GS00Q14OADS731,"One Compass Way, Suite 300", 757-224-7500 x 5537, 757-224-7500 x 5553,
,"Newport News, VA  23606", oasis@sptrm.com, oasis@sptrm.com,
,"Sumaria Systems, Inc.", Franklin (Frank) H. Inman, Donald Kurtz,
GS00Q14OADS732,99 Rosewood Drive, 978-739-4200 x 1117, 937-429-6070 x 106,
,"Danvers, MA  01923",OASIS-SB@sumaria.com,OASIS-SB@sumaria.com,
,"Support Systems Associates, Inc.", John B. Hamilton, Mike Reynolds,
GS00Q14OADS733,"709 S. Harbor City Blvd., Suite 350", 321-724-5566 x 1297, 478-922-9987,
,"Melbourne, FL  32901", jhamilton@ssai.org,mreynolds@ssai.org,
,"SURVICE Engineering Company, LLC", Liz Seaburn, Jordan Matthews,
GS00Q14OADS734,4695 Millennium Drive, 410-273-7722 x 207, 410-273-7722 x 226,
,"Belcamp, MD  21017", liz.seaburn@survice.com, jordan.matthews@survice.com,
,"Tecolote Research, Inc.", Elizabeth Hawes, Blaine Webber,
GS00Q14OADS735,"420 S. Fairview Avenue, Suite 201", 805-571-6366 x 126, 310-640-4700 x 2651,
,"Goleta, CA  93117", ehawes@tecolote.com,  bwebber@tecolote.com,
,"The AEgis Technologies Group, Inc.", Yvonne Brennan, Jay Vaughan,
GS00Q14OADS736,410 Jan Davis Drive, 256-922-0802, 256-922-0802,
,"Huntsville, AL  35806", ybrennan@aegistg.com, jvaughan@aegistg.com,
,"Torch Technologies, Inc.", Kenneth W. Lones, Clay Hagan,
GS00Q14OADS737,"4035 Chris Drive, Suite C", 256-319-6019, 256-319-6045,
,"Huntsville, AL  35802", kenneth.lones@torchtechnologies.com, clay.hagan@torchtechnologies.com,
,Universal Technology Corporation, Donna L. Varner, William D. Hack,
GS00Q14OADS738,1270 N. Fairfield Road, 937-426-2808, 937-426-2808,
,"Dayton, OH  45432", dvarner@utcdayton.com, bhack@utcdayton.com,
,"Whitney, Bradley & Brown, Inc.", Jerome Martin, Richard Justice,
GS00Q14OADS740,11790 Sunrise Valley Drive, 703-448-6081 x 148, 850-792-1143 x 183,
,"Reston, VA  20191", jmartin@wbbinc.com, rjustice@wbbinc.com,
,,,,
